zipcode,total_charitable_contb,agi,num_of_returns,net_investment_income_tax,net_cap_gains_less_loss,num_returns_net_cap_gains_less_loss,num_returns_rent_and_royalty,total_rent_and_royalty,ord_div_amount,num_returns_ord_dividens,state,total_tax_payments_amount,salaries_and_wages_amnt,num_salaries_and_wages,zip_region,agi_per_return
36553,1236,60509,1210,0,323,40,0,0,16,30,AL,8141,50698,1030,365,50.00743801652892
36555,790,80520,630,97,12915,220,80,699,1896,200,AL,12628,27161,380,365,127.80952380952381
36558,890,79262,1310,0,767,100,50,16,196,70,AL,8984,64068,1070,365,60.505343511450384
36560,1142,53191,1270,0,9,30,20,-116,10,20,AL,6813,42351,1020,365,41.88267716535433
36561,9391,704123,4530,2031,75962,1560,590,6255,25609,1530,AL,95308,273195,3020,365,155.4355408388521
36562,0,40988,750,0,102,30,0,0,13,30,AL,4911,34143,630,365,54.650666666666666
36567,3178,388105,6730,141,10662,580,270,1843,2144,600,AL,46083,281041,5430,365,57.667904903417536
36569,0,21770,310,0,343,30,0,0,0,0,AL,2532,16833,260,365,70.2258064516129
36571,9613,531130,7310,172,13956,760,330,802,3159,800,AL,63925,398979,6140,365,72.65800273597812
36572,3988,240875,3020,117,4085,320,150,584,953,360,AL,26224,170001,2460,365,79.75993377483444
36574,0,41987,640,0,71,60,20,181,93,60,AL,5014,27335,490,365,65.6046875
36575,7904,584143,9170,86,7029,720,380,460,2191,770,AL,72923,463269,7730,365,63.70152671755725
36576,1914,162703,2570,116,4998,330,140,2243,1765,330,AL,18744,110694,1960,365,63.30856031128405
36578,535,64720,910,9,1334,110,30,209,367,110,AL,7605,48765,750,365,71.12087912087912
36579,438,43704,700,0,1214,90,30,149,241,80,AL,5304,29864,530,365,62.434285714285714
36580,1778,182787,3100,184,5693,350,160,1494,1875,350,AL,20735,122177,2330,365,58.96354838709677
36582,8845,691013,10320,638,26943,1030,430,1758,6883,1080,AL,95212,469043,8460,365,66.95862403100776
36583,0,16285,280,0,0,0,0,0,0,0,AL,1798,12165,210,365,58.160714285714285
36584,0,16873,300,0,0,0,0,0,0,0,AL,1911,13890,230,365,56.24333333333333
36585,0,25022,400,0,0,0,0,0,15,20,AL,2966,19126,330,365,62.555
36587,3532,242387,4210,47,5039,320,140,164,1336,320,AL,28037,189180,3500,365,57.57410926365796
36602,448,59205,670,21,1762,140,40,113,597,140,AL,9460,43834,580,366,88.36567164179104
36603,748,81229,2520,0,481,50,50,-92,163,50,AL,19647,61746,2050,366,32.23373015873016
36604,2909,280172,3660,284,9533,660,270,-125,4174,740,AL,43377,206992,3060,366,76.54972677595629
36605,4514,435731,10360,309,18625,530,320,1816,5293,600,AL,87773,298776,8220,366,42.058976833976836
36606,3911,415913,8000,375,13676,690,280,1258,4504,790,AL,71179,301923,6620,366,51.989125
36607,2791,195800,2520,383,8494,370,110,646,7598,360,AL,36536,115978,2060,366,77.6984126984127
36608,30944,1628533,16410,4789,153920,3070,1070,9177,46176,3240,AL,277610,969889,13430,366,99.24028031687995
36609,7479,607908,10540,407,14785,1100,400,2843,8720,1280,AL,90043,429184,8660,366,57.676280834914614
36610,741,101011,3740,0,-18,20,50,-246,4,40,AL,27428,78054,2990,366,27.008288770053476
36611,548,90264,2430,0,278,90,40,39,194,110,AL,14370,73579,2030,366,37.14567901234568
36612,237,42928,1520,0,0,0,20,-54,3,20,AL,10098,34792,1230,366,28.242105263157896
36613,2364,205588,4710,0,1819,230,150,92,1546,240,AL,28838,161175,3860,366,43.649256900212315
36617,1234,195554,4820,0,870,70,110,-226,224,100,AL,44249,118507,3790,366,40.57136929460581
36618,4726,359936,7790,24,4854,450,270,-19,1525,510,AL,52002,279237,6440,366,46.204878048780486
36619,6592,446342,6420,425,16474,830,330,2337,5000,850,AL,59784,302235,5050,366,69.52367601246105
36693,40349,940612,8560,1388,29407,1400,530,3386,15634,1470,AL,190807,413839,6750,366,109.88457943925233
36695,23579,1738530,22630,1179,49004,3310,1220,4007,21709,3540,AL,228114,1243954,18490,366,76.82412726469289
